Solvent,CAS,dD,dP,dH,NFPA Health,NFPA Flame,GHS Hazards,Glove Type,SDS Link,Lab Scale Cost Est. ($/g),Bulk Cost Est. ($/lb),Melting Point (C),Boiling Point (C),Molecular Weight,Molar Volume,Density (g/L),Viscosity (cP),Refractive Index,Vapor Pressure (mmHg),Flash Point (C),Water Solubility (g/L),RER (HSP),Formula,CHO
o-Ethylaniline,578-54-1,18.61,4.78,7.96,2,2,"Flammable liquids (Category 4), Acute ...",Chloroprene/ Butyl,SDS Source,0.25,-,-46.5,206.95,121.18,123.276,0.983,-,1.5598,0.11 mmHg at 20 C,93,Not Soluble,2.1,C8H11N,False
o-Ethylthiophenol,4946-13-8,19.3,3,4.5,2,0,"Flammable liquids (Category 4), Skin i...",Unknown,SDS Source,17.62,81.19,-,211,138.23,135.52,1.02,-,1.563,-,84,-,2.2,C8H10S,False
o-Hydroxyacetophenone,118-93-4,19.16,8.89,10.14,0,1,"(Pharos) Eye irritation (Category 2A),...",Unknown,SDS Source,0.13,36.74,5,218,136.15,120.38,1.131,-,1.558,0.3 hPa at 20 C,106,-,1.3,C8H8O2,True
Octalactone,104-50-7,16.49,12.25,5.07,1,1,None,Nitrile,SDS Source,0.76,80.34,-,234,142.2,144.954,0.981,-,1.4476,0.0408 mmHg at 25 C,113,3.632,1.3,C8H14O2,True
Octenol,3391-86-4,16.16,4.14,9.32,2,2,"Flammable liquids (Category 4), Acute ...",Nitrile,SDS Source,1,90.38,-49,177,128.21,154.47,0.83,5.3,1.4366,1 hPa at 20 C,68,Not Soluble,5.6,C8H16O,True
Octocrilene,6197-30-4,17.75,3.96,3.91,0,1,Chronic aquatic toxicity (Category 4),Unknown,SDS Source,0.51,93.44,-10,479,361.48,343.939,1.051,4254,1.567,0.3 hPa at 179 C,234,0.0013,-,C24H27NO2,False
Octyl Butanoate,110-39-4,15.98,2.82,3.73,0,1,None,Unknown,SDS Source,1.1,97.98,-56,224,200.32,232.39,0.862,-,1.425,-,103,-,1.2,C12H24O2,True
p-Cymene,99-87-6,17.4,2.27,2.44,2,2,"Flammable liquids (Category 3), Acute ...",Nitrile/ Fluorinate,SDS Source,0.04,9.64,-68.9,177.1,134.22,156.07,0.86,3.4,1.4902,4.9 hPa at 37.7 C,47,0.0234,12.9,C10H14,True
p-Methylacetophenone,122-00-9,18.81,6.88,4.39,1,2,"Flammable liquids (Category 4), Acute ...",Unknown,SDS Source,2.05,24.68,28,226,134.18,133.512,1.005,-,1.5335,0.52 hPa at 25 C,82,1.424,2.3,C9H10O,True
p-Tolualdehyde,104-87-0,18.94,8.22,5.88,2,2,"Flammable liquids (Category 4), Acute ...",Butyl Rubber,SDS Source,0.25,23.43,-6,204,120.15,117.91,1.019,1.72,1.5454,1 hPa at 20 C,72,0.25,3.1,C8H8O,True
Palm Oil,8002-75-3,16.4,1.8,1.9,0,1,None,Nitrile/Neoprene,SDS Source,2.11,1.13,19,300,847.1,889.811,0.952,-,1.4509,-,315,Not Soluble,-,C54H103.2O6,True
Palmitoleic Acid,373-49-9,16.48,3.42,6.26,2,2,"Flammable liquids (Category 4), Skin i...",Nitrile,SDS Source,114.67,-,-0.1,-,254.41,284.257,0.895,-,1.4574,-,62,-,-,C16H30O2,True
Para-Anisaldehyde Dimethyl Acetal,2186-92-7,17.84,6.07,5.68,1,1,None,Unknown,SDS Source,0.75,158.76,-19.99,224.9,182.22,170.299,1.07,-,1.505,4.5 hPa at 98.8 C,114,Not Soluble,1,C10H14O3,True
Para-Cresyl Acetate,140-39-6,18.33,4.81,6.06,2,2,"Flammable liquids (Category 4), Acute ...",Nitrile/ Butyl Rubb,SDS Source,0.24,81.19,-,212.5,150.17,143.429,1.047,-,1.501,1.4665 mmHg at 20 C,90,Not Soluble,2.3,C9H10O2,True
Peach Pivalate,68039-44-1,16.46,2.06,2.6,2,1,"Acute toxicity, oral (Category 5), Ski...",Unknown,SDS Source,0.21,78.02,-,300,234.34,234.34,1,-,1.482,0.001 mmHg at 20 C,127,Not Soluble,0.2,C15H22O2,True
Peanut Oil,8002-03-7,16.5,1.6,3.13,0,1,None,Unknown,SDS Source,0.2,1.58,3,160,883.41,970.78,0.91,-,1.47,-,109,Not Soluble,-,C57H102O6,True
Pentadecyl Acetate,629-58-3,16.02,2.53,3.11,0,0,None,Unknown,SDS Source,7.52,-,15,312.1,270.45,314.477,0.86,-,1.437,-,140.2,-,-,C17H34O2,True
Pentyl Formate,638-49-3,15.87,5.67,6.61,2,3,"Flammable liquids (Category 3), Eye ir...",Butyl Rubber,SDS Source,1.29,45.13,-73.5,132,116.16,131.403,0.884,-,1.399,70 hPa at 50 C,28,-,90,C6H12O2,True
Pentyl Nitrate,1002-16-0,15.98,7.49,5.53,2,2,"Flammable liquids (Category 3), Skin i...",Unknown,SDS Source,10.18,-,0,157,133.15,133.15,1,-,1.412,5.07 mmHg at 25 C,52,Not Soluble,18.6,C5H11NO3,False
Peony Alcohol,19819-98-8,18.5,5.32,10.28,0,1,None,Unknown,SDS Source,14.93,-,2,243,136.19,134.045,1.016,20.7,1.535,0.0172 mmHg at 25 C,113,-,0.6,C9H12O,True
Phenethyl Acetate,103-45-7,17.71,4.07,5.55,1,1,None,Nitrile/ Butyl Rubb,SDS Source,0.1,17.67,-31.1,232.6,164.2,159.109,1.032,6,1.5029,-,105,Not Soluble,1.4,C10H12O2,True
Phenethyl Hexanoate,6290-37-5,17.15,3.11,4.55,0,0,None,Unknown,SDS Source,0.69,73.94,-,263,220.31,226.89,0.971,-,1.486,-,113,-,0.2,C14H20O2,True
Phenethyl Isovalerate,140-26-1,16.99,3.05,4.16,0,0,None,Unknown,SDS Source,0.1,36.73,-,268,206.28,211.786,0.974,-,1.4878,0.003 mm Hg at 25 C,113,Not Soluble,0.4,C13H18O2,True
Phenetole,103-73-1,18.4,4.5,4,1,2,Flammable liquids (Category 3),Unknown,SDS Source,0.11,13.15,-30,171,122.16,126.46,0.966,-,1.5076,-,57,Not Soluble,7.792,C8H10O,True
Phenyl Acetaldehyde,122-78-1,18.47,7.17,5.55,2,2,"Flammable liquids (Category 4), Acute ...",Nitrile/ Butyl Rubb,SDS Source,0.26,52.84,-10,195,120.15,116.991,1.027,2.1,1.526,0.35 hPa at 19 C,68,2.21,6.7,C8H8O,True
Phenyl Acetate,122-79-2,19.8,5.2,6.4,1,2,"Flammable liquids (Category 4), Acute ...",Nitrile/ Butyl Rubb,SDS Source,0.31,33.34,-30,196,136.15,126.887,1.073,-,1.5041,-,77,4,1.3,C8H8O2,True
Phenyltrimethoxysilane,2996-92-1,14.84,2.77,3.18,2,3,"Flammable liquids (Category 3), Acute ...",Fluorinated Rubber,SDS Source,0.2,36.74,-25,233,198.29,186.714,1.062,2.1,1.4734,27 hPa at 108 C,29,Not Soluble,-,C9H14O3Si,False
Phytol,150-86-7,16.14,2.49,5.03,2,0,"Skin irritation (Category 2), Eye irri...",Unknown,SDS Source,3.14,184.5,-,203.5,296.53,348.859,0.85,-,1.466,-,187,Not Soluble,0,C20H40O,True
Pi-500e,473-55-2,16.05,0.9,1.03,0,2,"Flammable liquids (Category 3), Acute ...",Unknown,SDS Source,11.2,-,-53,169,138.25,161.319,0.857,-,1.4618,-,42,Not Soluble,-,C10H18,True
Pinacolyl alcohol (6CI),464-07-3,15.22,4.07,5.42,0,3,Flammable liquids (Category 3),Unknown,SDS Source,2.01,-,4.8,119,102.17,125.825,0.812,-,1.4154,-,26,-,37.6,C6H14O,True
Piperazine Ethylcarboxylate,120-43-4,18.45,12.25,6.9,0,1,"Skin irritation (Category 2), Eye irri...",Unknown,SDS Source,0.58,122.92,-,237,158.2,146.481,1.08,-,1.477,-,113,-,-,C7H14N2O2,False
Piperitone,89-81-6,17.17,4.64,3.34,1,2,"Flammable liquids (Category 4), Skin i...",Unknown,SDS Source,1.43,171.46,-29,235,152.24,161.957,0.94,-,1.4845,-,97.78,-,7.8,C10H16O,True
Poly(ethylene glycol) Monooleate,9004-96-0,16.28,3.73,7.58,0,0,None,Unknown,SDS Source,0.47,23.13,-,260,344.53,355.552,0.969,-,1.438,-,113,-,-,C20H40O4,True
Polyethylene Glycol Dioleate,9005-07-6,16.22,1.99,2.65,0,0,None,Unknown,SDS Source,0.05,-,15,260,344.53,364.582,0.945,-,-,-,113,-,-,C20H40O4,True
Polysorbate 20,9005-64-5,16.28,5.66,10.23,0,0,None,Nitrile,SDS Source,0.06,10.32,98.9,100,1228,1121.46,1.095,400,1.468,< 1.4 hPa at 20 C,275,0.0002,0,C58H114O26,True
Polysorbate 60,9005-67-8,16.3,6.46,6.7,0,0,None,Unknown,SDS Source,0.08,8.35,-,100,1311.7,1256.42,1.044,125,1.474,< 1 hPa at 20 C,113,100,-,C64H126O26,True
Prenol,556-82-1,16.66,6.07,11.76,2,2,"Flammable liquids (Category 3), Acute ...",Nitrile/ Butyl Rubb,SDS Source,0.1,27.44,-59.3,142,86.13,101.568,0.848,-,1.448,1.9 hPa at 20 C,43,170,15.5,C5H10O,True
Pristane,1921-70-6,15.63,0.61,1.08,2,1,"Skin Corrosion/irritation Category 2, ...",Nitrile,SDS Source,5.12,1980.45,-100,296,268.52,342.937,0.783,5,1.4386,-,110,Not Soluble,-,C19H40,True
Propyl Banzoate,2315-68-6,17.52,5.71,3.97,0,1,None,Nitrile,SDS Source,0.75,43.09,-51.6,231.2,164.2,160.039,1.026,-,1.4998,0.181?hPa (25??C),98,0.35,2,C10H12O2,True
Propyl Hexanoate,626-77-7,15.93,3.52,4.77,0,2,Flammable liquids (Category 3),Nitrile,SDS Source,1.1,44.45,-68.7,187,158.24,182.514,0.867,-,1.4109,-,52,-,9.8,C9H18O2,True
Propyl Isopentanoate,557-00-6,15.6,3.54,4.43,0,2,Flammable liquids (Category 3),Unknown,SDS Source,0.77,153.77,-,155.9,144.21,167.881,0.859,-,1.403,-,44,-,32.2,C8H16O2,True
Propylene Carbonate,108-32-7,20,18,4.1,2,1,Eye irritation (Category 2A),Latex/Chloroprene,SDS Source,0.05,5.9,-48,242,102.09,84.7431,1.2047,2.5,1.4212,8.50 Pa at 298.4 K,116,175,0.001,C4H6O3,True
Propylene Glycol,57-55-6,16.8,10.4,21.3,0,1,None,Nitrile,SDS Source,0.06,5.03,-60,187.6,76.09,73.4459,1.036,42,1.4331,0.11 hPa at 20 C,103,-502,0.274,C3H8O2,True
Propylene Glycol Monobutyl Ether,5131-66-8,15.3,4.5,9.2,2,2,"Flammable liquids (Category 3),  Skin ...",Nitrile,SDS Source,0.09,-,-85,170,132.2,149.379,0.885,3.85,1.417,0.85 mmHg at 20 C,59,52,5,C7H16O2,True
Propylene Glycol Monophenyl Ether,770-35-4,17.4,5.3,11.5,2,1,Eye irritation (Category 2A),Nitrile/ Butyl Rubb,SDS Source,0.33,27.22,11,242.7,152.19,143.036,1.064,22.7,1.525,0.0836 mmHg at 20 C,120,151,0.4,C9H12O2,True
Propylene Glycol Monopropyl Ether,1569-01-3,15.8,7,9.2,2,2,"Flammable liquids (Category 3), Eye ir...",Nitrile/ Butyl Rubb,SDS Source,0.06,52.62,-80,150,118.17,133.525,0.885,2.7,1.413,1.7 mmHg @ 20 C,46.4,-502,8.8,C6H14O2,True
Quinaldine,91-63-4,19.43,4.85,5.26,1,2,"Flammable liquids (Category 4), Acute ...",Butyl Rubber,SDS Source,0.32,67.47,-1.5,247.2,143.19,133.948,1.069,-,1.61,0.0425 mmHg at 25 C,79,2.5,0.7,C10H9N,False
Rhubarb Furan,82461-14-1,17.59,3.14,3.08,2,1,"Acute toxicity, Oral (Category 5), Ski...",Unknown,SDS Source,0.72,107.95,-,248,176.26,178.04,0.99,-,1.502,0.01 mm Hg at 20 C,99.99,Not Soluble,5.5,C12H16O,True
s-Furfuryl Thioformate,59020-90-5,18.95,7.26,7.66,0,0,None,Unknown,SDS Source,14.38,-,-,230,142.18,118.88,1.196,-,1.5444,-,110,-,22.7,C6H6O2S,False
Sabinene,3387-41-5,16.58,1.52,1.77,2,3,"Flammable liquids (Category 3), Skin i...",Unknown,SDS Source,0.14,459.67,-,164,136.23,161.793,0.842,-,1.4677,-,36,Not Soluble,351.9,C10H16,True
Safflower Oil,8001-23-8,16.64,1.71,4.13,0,0,None,Unknown,SDS Source,0.16,1.91,-17,266,879.38,954.81,0.921,-,1.476,-,113,Not Soluble,-,C57H98O6,True
sec-Butyl Butanoate,819-97-6,15.67,3.28,4.31,2,3,"Flammable liquids (Category 3), Skin i...",Unknown,SDS Source,17.09,433.63,-,152,144.21,167.686,0.86,0.839,1.4,-,46.67,-,27.7,C8H16O2,True
"Silane, Diethylmethyl-",760-32-7,14.08,1.56,1.28,2,3,"Flammable liquids (Category 2), Skin i...",Unknown,SDS Source,13.04,-,-,78,102.25,145.035,0.705,-,1.4283,-,-23,-,-,C5H14Si,False
Silicone A,2554-06-5,16.81,0.1,0.1,2,1,Eye irritation (Category 2A),Nitrile,SDS Source,0.77,132.45,-43.5,224,344.66,345.697,0.997,-,1.4342,-,100,-,-,C12H24O4Si4,False
Sorbitan Monooleate,1338-43-8,16.63,5.59,7.51,0,0,None,Unknown,SDS Source,0.11,4.08,-,500,428.6,434.686,0.986,1500,1.48,-,113,-502,-,C24H44O6,True
Sorbitan Trioleate,26266-58-0,16.67,2.21,2.82,0,1,Skin Corrosion/Irritation [Category 2]...,Unknown,SDS Source,0.09,9.07,-23,-,957.52,1007.92,0.95,-,1.476,-,253,0.0001,-,C60H108O8,True
Soybean Oil,8001-22-7,16.64,1.71,4.13,0,1,None,Unknown,SDS Source,0.01,3.77,-16,300,102.13,111.374,0.917,-,1.47,-,-,Not Soluble,-,C5H10O2,True
Stearyl methacrylate,32360-05-7,16.01,1.77,2.37,0,1,"Skin irritation (Category 2), Eye irri...",Unknown,SDS Source,0.16,41.26,20,195,338.57,391.863,0.864,8,1.451,-,110,Not Soluble,-,C22H42O2,True
Strawberry Furanone Acetate,4166-20-5,17.73,8.34,7.67,1,0,"Acute toxicity, Oral (Category 4)",Unknown,SDS Source,2.54,234.97,-,243,170.16,145.81,1.167,-,1.477,-,113,-,4.1,C8H10O4,True
Styralyl Acetate,93-92-5,17.59,3.56,5.24,0,2,Flammable liquids (Category 4),Nitrile/ Butyl Rubb,SDS Source,0.29,64.58,-60,220,164.2,159.728,1.028,-,1.49432,0.2 mmHg at 20 C,91,Not Soluble,2,C10H12O2,True
Styralyl Propionate,120-45-6,17.32,3.36,4.79,0,1,None,Latex/Chloroprene/,SDS Source,0.08,88.68,-60,229.5,178.23,176.991,1.007,2.9,1.4933,0.0693 mmHg at 25 C,94,0.04,1.2,C11H14O2,True
Suberonitrile,629-40-3,16.57,13.16,5.75,4,1,"Acute toxicity, Oral (Category 3)",Unknown,SDS Source,0.99,-,-3.5,325.7,136.19,143.358,0.95,8.5,1.4448,-,105,12,-,C8H12N2,False
Sucrose acetate isobutyrate,27216-37-1,16.46,3.66,4.97,0,0,None,Unknown,SDS Source,0.2,97.98,-7,288,846.91,739.014,1.146,100000,1.454,40 mmHg at 20 C,227,-,-,C40H62O19,True
Sulfuryl Acetate,656-53-1,17.95,6.47,7.59,2,1,Specific target organ toxicity - singl...,Unknown,SDS Source,1.37,113.4,-,259,185.24,161.5,1.147,-,1.51,-,113,-,0.2,C8H11NO2S,False
Sunflower Seed Oil,8001-21-6,16.54,1.66,3.63,0,1,None,Nitrile,SDS Source,0.17,1.58,-17,160,881.4,958.043,0.92,-,1.467,-,110,Not Soluble,-,C57H100O6,True
t-Butyl Acetoacetate,1694-31-1,15.94,6.23,5.38,2,2,Flammable liquids (Category 4),Unknown,SDS Source,0.28,18.67,-31.49,190,158.2,165.828,0.954,-,1.4178,-,66,8.6,4.9,C8H14O3,True
Tert-Butylcyclohexane,3178-22-1,15.66,0.1,0.1,0,2,Flammable liquids (Category 3),Unknown,SDS Source,2.79,-,-41.2,171.5,140.27,173.173,0.81,-,1.4538,-,42,Not Soluble,53.7,C10H20,True
Tert-Butylformamide,2425-74-3,16.07,11.65,9.42,0,2,Flammable liquids (Category 4),Fluorinated Rubber,SDS Source,2.27,144.7,16,202,101.15,112.016,0.903,-,1.433,0.27 mmHg at 25 C,82,-,3.3,C5H11NO,False
Tetraethyl Ethylenediphosphonate,995-32-4,17.33,11.58,8.9,2,0,"Skin irritation (Category 2), Eye irri...",Unknown,SDS Source,14.52,1431.99,-,382.8,302.25,265.132,1.14,-,1.4397,-,110,-,-,C10H24O6P2,False
Tetraethyl Orthocarbonate,78-09-1,15.44,5.11,3.7,0,2,Flammable liquids (Category 3),Unknown,SDS Source,3.54,226.34,-,159,192.25,209.195,0.919,-,1.3929,-,53,Not Soluble,-,C9H20O4,True
Tetraethylorthosilicate,78-10-4,13.9,4.3,0.6,2,2,"Flammable liquids (Category 3), Acute ...",Nitrile,SDS Source,0.12,20.57,-82.5,168.8,208.33,223.29,0.933,0.69,1.3834,1 hPa at 20 C,45,1.49,80.714,C8H20O4Si,False
Tetrahydrothiapyran,1613-51-0,18.5,6.3,8.9,1,3,Flammable liquids (Category 2),Unknown,SDS Source,14.63,-,13,140,102.2,103.232,0.99,-,1.5062,10 hPa at 25 C,21,Not Soluble,37.797,C5H10S,False
Thenaldehyde,98-03-3,19.46,14.43,9.36,2,2,"Flammable liquids (Category 4), Acute ...",Unknown,SDS Source,0.56,99.56,-,197,112.15,93.4583,1.2,-,1.5917,0.56 mmHg at 40 C,77,Not Soluble,7,C5H4OS,False
Thietane,287-27-4,18.8,7.8,9.4,1,3,"Flammable liquids (Category 2), Acute ...",Unknown,SDS Source,12.87,1297.73,-73,94,74.14,71.9806,1.03,-,1.5102,-,-2,-,176.097,C3H6S,False
Thiodiglycol,111-48-8,17.3,8.8,19.8,2,0,Eye irritation (Category 2A),Nitrile,SDS Source,0.08,17.53,16,282,122.19,100.074,1.221,65.2,1.5211,0.003 hPa at 22.5 C,113,1000,0.1,C4H10O2S,False
Thymyl Methyl Ether,1076-56-8,17.47,3.65,3.73,0,2,"Flammable liquids (Category 3), Skin i...",Unknown,SDS Source,3.59,298.01,-,214,164.24,174.723,0.94,-,1.5063,0.0827 mmHg at 25 C,51,-,2.5,C11H16O,True
Tocopherol Acetate,7695-91-2,16.75,1.38,2.01,1,0,None,Unknown,SDS Source,0.73,136.98,-27.5,224,472.74,492.438,0.96,-,-,0.5 hPa at 213.8 C,225,0.0008,-,C31H52O3,True
"Trans-1,4-Dimethylcyclohexane",2207-04-7,16.2,0.1,0.1,1,3,"Flammable liquids (Category 2), Acute ...",Nitrile,SDS Source,25.26,478.99,-37,117,112.21,147.451,0.761,-,1.421,28 hPa at 21 C,6,-,778.5,C8H16,True
"Trans-2,Cis-6-Nonadien-1-ol",28069-72-9,17,4.61,9.15,2,1,Skin irritation (Category 2),Unknown,SDS Source,19.24,-,-,196,140.22,160.619,0.873,-,1.468,-,95,-,1.2,C9H16O,True
"Trans-2-Butene-1,4-Diol",821-11-4,18.08,10.41,21.35,1,0,"Acute toxicity, Oral (Category 4), Ski...",Unknown,SDS Source,149.8,2329.65,25,-,88.11,82.5773,1.067,-,1.4773,-,128,-502,0.3,C4H8O2,True
Trans-2-Hexen-1-Al,6728-26-3,16.5,7.01,5.32,2,2,"Flammable liquids (Category 3), Acute ...",Butyl Rubber,SDS Source,0.46,52.16,-,146.5,98.14,116.005,0.846,-,1.4433,13 hPa at 20 C,38.3,Not Soluble,102.5,C6H10O,True
Trans-2-Hexen-1-ol,928-95-0,16.59,5.3,10.98,0,2,Flammable liquids (Category 3),Latex/ Chloroprene/,SDS Source,0.64,55.99,-,158,100.16,118.673,0.844,-,1.4368,0.87 mmHg at 25 C,54,Not Soluble,8.3,C6H12O,True
Trans-2-Methylcyclohexanol,7443-52-9,16.75,4.08,9.48,0,2,"Flammable liquids (Category 3), Acute ...",Nitrile,SDS Source,14.49,711.23,-21,167.2,114.19,123.582,0.924,-,1.4641,-,59,-,21.8,C7H14O,True
Trans-4-Methylcyclohexanol,7731-29-5,16.93,4.99,10.07,2,2,"Flammable liquids (Category 4), Acute ...",Unknown,SDS Source,13.51,1338.1,-,173,114.19,125.208,0.912,-,1.455,-,70,-,16.4,C7H14O,True
Trans-5-Decene,7433-56-9,16.02,1.31,1.86,2,2,"Flammable liquids (Category 3), Skin i...",Unknown,SDS Source,24.33,1268.24,-73,171,140.27,189.554,0.74,-,1.424,-,46,Not Soluble,-,C10H20,True
Tri-iso-propyl orthoformate,4447-60-3,15.09,4.09,2.69,0,2,"Flammable liquids (Category 3), Skin i...",Unknown,SDS Source,1.31,178.72,-,167,190.28,222.81,0.854,-,1.4,-,42,-,-,C10H22O3,True
Triacetin,102-76-1,16.5,4.5,9.1,0,1,None,Nitrile,SDS Source,0.11,4.38,3,258,218.2,188.039,1.1604,23,1.4305,0.003 hPa at 25 C,138,0.0058,0,C9H14O6,True
Triallyl Isocyanurate,1025-15-6,18.04,7.59,7.02,1,0,"Acute toxicity, Oral (Category 4)",Nitrile,SDS Source,0.42,60.55,20.5,-,249.27,215.073,1.159,90.1,1.382,3.5 hPa at 143 C,245,3.7,0,C12H15N3O3,False
Tributyl Citrate,77-94-1,16.6,3.8,10.1,0,0,None,Nitrile,SDS Source,0.18,6.35,-20,-,360.44,345.58,1.043,-,1.445,-,140,Not Soluble,0,C18H32O7,True
Tricaproin,621-70-5,16.49,3.47,4.56,1,0,"Acute toxicity, Oral (Category 4), Acu...",Unknown,SDS Source,22.33,-,-60,429.8,386.52,394.408,0.98,-,1.4428,-,180.2,-,0,C21H38O6,True
Tricaprylin,538-23-8,16.38,3.15,3.66,0,0,None,Unknown,SDS Source,1.15,175.99,9,-,470.68,492.343,0.956,-,1.447,3 mmHg at 25 C,225,1,0,C27H50O6,True
"Tricyclo[5.2.1.02,6]Decane-8-One",26896-48-0,17.85,5.89,12.45,2,1,"Skin irritation (Category 2), Eye irri...",Unknown,SDS Source,0.3,113.85,-,331.3,196.29,167.769,1.17,-,1.563,-,158.4,-,-,C12H20O2,True
Triethoxy(Ethyl)Silane,78-07-9,13.79,3.06,2.35,0,2,Flammable liquids (Category 3),Unknown,SDS Source,0.69,73.48,-78,158,192.33,214.654,0.896,0.7,1.3955,10 mmHg at 50 C,29,Not Soluble,-,C8H20O3Si,False
Triethoxy(Methyl)Silane,2031-67-6,13.77,3.22,2.73,0,3,Flammable liquids (Category 3),Nitrile,SDS Source,0.37,63.86,-,143.5,178.3,199.218,0.895,0.6,1.3832,15 hPa at 20 C,34,-,-,C7H18O3Si,False
Triethoxyisobutylsilane,17980-47-1,13.54,2.44,1.72,2,2,"Flammable liquids (Category 4), Skin i...",Unknown,SDS Source,0.93,93.21,-72,190,220.38,250.432,0.88,1.4,1.3908,0.33 hPa at 20 C,60.5,0.212,-,C10H24O3Si,False
Triethoxyoctylsilane,2943-75-1,13.86,2.2,1.64,0,1,"Skin irritation (Category 2), Eye irri...",Nitrile,SDS Source,0.27,26.31,-75,265,276.49,314.193,0.88,1.68,1.416,0.1 hPa at 20 C,120,0.13,-,C14H32O3Si,False
Triethyl Citrate,77-93-0,16.5,4.9,12,1,1,None,Nitrile,SDS Source,0.08,13.31,-55,294,276.28,242.351,1.14,32.17,1.4455,1 hPa at 107 C,155,58.1,0.002,C12H20O7,True
Triethyl Orthoacetate,78-39-7,15.36,4.39,3.56,0,3,Flammable liquids (Category 3),Butyl Rubber,SDS Source,0.23,28.12,-,145,162.23,183.311,0.885,-,1.3968,3.4 hPa at 20 C,39,-,72.5,C8H18O3,True
Triethyl Orthoformate,122-51-0,15.36,5.67,4.37,0,3,Flammable liquids (Category 3),Butyl Rubber,SDS Source,0.08,30.9,-76,146,148.2,166.33,0.891,-,1.3922,2.9 mmHg at 20 C,35,1.35,58.9,C7H16O3,True
Triethyl Orthopropionate,115-80-0,15.35,4.26,3.26,2,2,"Flammable liquids (Category 3), Skin i...",Butyl Rubber,SDS Source,0.31,-,-,155,176.25,201.199,0.876,-,1.3987,-,60,-,-,C9H20O3,True
Trihexylamine,102-86-3,15.79,1.82,1.92,2,1,"Acute toxicity, Oral (Category 4), Ski...",Unknown,SDS Source,0.77,198.22,-,261.7,269.51,341.152,0.79,-,1.442,<1 hPa at 20 C,112,-,0.2,C18H39N,False
Trilinolein,537-40-6,16.64,1.71,4.13,0,0,None,Unknown,SDS Source,337,4790.84,-5,816.5,879.38,950.681,0.925,-,1.4793,-,303,Not Soluble,0,C57H98O6,True
Trilinolenin,14465-68-0,16.1,1.93,5.38,0,0,None,Unknown,SDS Source,-,446.79,-23,814.4,873.34,929.085,0.94,0.0000237,1.489,-,303,-,-,C57H92O6,True
Trimethoxy(2-Methylpropyl)Silane,18395-30-7,13.47,2.71,2.62,2,3,"Flammable liquids (Category 3), Skin i...",Unknown,SDS Source,0.82,82.78,-,154,178.3,191.72,0.93,0.8,1.396,190 Pa at 25 C,27,4.9,-,C7H18O3Si,False
Trimethoxyoctadecylsilane,3069-42-9,13.93,1.65,1.31,0,1,None,Unknown,SDS Source,5.68,310.48,17,170,374.67,424.315,0.883,-,1.439,-,140,-,-,C21H46O3Si,False
Trimethoxyoctylsilane,3069-40-7,13.73,2.3,2.29,3,2,"Flammable liquids (Category 4), Seriou...",Neoprene/Nitrile,SDS Source,0.74,67.82,-,191,234.41,258.445,0.907,-,1.417,< 0.01 mmHg at 75 C,68,Not Soluble,-,C11H26O3Si,False
Trimethoxypropylsilane,1067-25-0,13.72,3.12,3.14,0,3,"Flammable liquids (Category 3), Eye ir...",Latex/ Chloroprene/,SDS Source,0.17,39.76,-,142,164.27,176.255,0.932,-,1.388,10.4 hPa at 20 C,36,-,-,C6H16O3Si,False
Trimethylsilanol,1066-40-6,14.1,2.22,14.01,1,3,Flammable liquids (Category 2),Unknown,SDS Source,2.68,482.17,-12,98,90.2,110.811,0.814,4,1.3891,0.19 hPa at 25 C,4,0.995,36,C3H10OSi,False
Trioctylamine,1116-76-3,15.82,1.2,1.46,2,1,"Skin irritation (Category 2), Eye irri...",Nitrile,SDS Source,0.47,47.17,-34.6,366,353.67,437.169,0.809,-,1.45,-,168,Not Soluble,0,C24H51N,False
Tripropyl orthoformate,621-76-1,15.54,4.39,3.52,2,2,"Flammable liquids (Category 4), Skin i...",Unknown,SDS Source,1.49,220.9,-,191,190.29,216.485,0.879,-,1.4072,-,72,-,-,C10H22O3,True
Tripropylene Glycol,24800-44-0,16.6,6.96,12.46,0,1,None,Nitrile,SDS Source,0.04,14.98,-30,271,192.25,188.296,1.021,84,1.4449,<0.01 hPa at 25 C,145,-502,0.1,C9H20O4,True
Tripropylene Glycol Monomethyl Ether,25498-49-1,16.22,5.93,8.27,1,1,None,Unknown,SDS Source,0.06,28.3,-78,243,206.3,213.561,0.966,5.5,1.429,0.01 mmHg at 20 C,121,-502,0.3,C10H22O4,True
Tris(2-butoxyethyl)phosphate,78-51-3,15.95,8.4,5.66,2,1,"Acute toxicity, Inhalation (Category 4...",Unknown,SDS Source,0.4,35.83,-70,413.9,398.47,396.093,1.006,12.2,1.434,0.04 hPa at 150 C,159,0.66,0,C18H39O7P,False
Tropical Oxathiane,67715-80-4,16.88,4.04,4.09,0,2,Flammable liquids (Category 3),Butyl Rubber/ Nitri,SDS Source,3.52,445.88,-,218,160.28,164.39,0.975,-,1.48,-,50,-,9.7,C8H16OS,False
Tropical Thiazole,15679-13-7,17.33,4.68,4.87,0,2,"Flammable liquids (Category 3), Skin i...",Nitrile,SDS Source,5.91,361.52,-,175,141.23,141.089,1.001,-,1.5,-,58,-,3.7,C7H11NS,False
Tween(R) 80,9005-65-6,16.28,5.66,10.23,0,0,None,Nitrile,SDS Source,0.07,6.49,-25,100,604.81,568.43,1.064,510,-,< 1 hPa at 20 C,295,-502,-,C32H60O10,True
